Name,Company,Distillation,ABV,Location,Score,nRatings,Aged,Distilled,Type,Full Name,Country,Price_unit,Popularity,Popularity_scaled,Quebec
2020 Dunfermline Pre Cask Single Farm Origin Pot Still,Renegade,Pot Still,50.0%,Multiple,8.0,1,,2020,White,,,,8.693147180559945,5.282167313076521,False
Skepta Edition 2020 7-Year,Havana Club,Column Still (5+),40.0%,Cuba,7.0,1,7.0,2024,Black,,,,7.693147180559945,4.621896398941956,False
Premium White,Seawolf,,41.0%,United Kingdom,5.0,1,,2024,White,,,,5.693147180559945,3.301354570672826,False
Liberacion 15-Year,Ron De Cuba,,40.0%,Cuba,7.0,1,15.0,2024,Brown,,,,7.693147180559945,4.621896398941956,False
Surfrider,Surf City,,40.0%,United States,4.0,1,,2024,White,,,,4.693147180559945,2.6410836565382607,False
2019 2-Year,Tipping Point Distillers,,40.0%,Canada,7.0,1,2.0,2019,Brown,,,,7.693147180559945,4.621896398941956,False
Dark,Base Spirits,,40.0%,United Kingdom,4.0,1,,2024,Brown,Captain Morgan Dark,Canada,33.99,4.693147180559945,2.6410836565382607,True
Reserva Especial,Veleiro,,40.0%,Dominican Republic,6.0,1,,2024,Brown,,,,6.693147180559945,3.9616254848073913,False
Rumbutt Peanut Butter,Shellys,,29.9%,United Kingdom,8.0,1,,2024,Flavoured,,,,8.693147180559945,5.282167313076521,False
2010 Barbados Ed.17 Foursquare 11-Year,Colours of Rum,Pot and Column Still,59.3%,Multiple,8.0,1,11.0,2010,Brown,,,,8.693147180559945,5.282167313076521,False
1990 Demerara 25-Year,Rum Nation,,45.0%,Italy,7.0,1,25.0,1990,Brown,,,,7.693147180559945,4.621896398941956,False
2020 Jamaica NYE-WK Oloroso Cask 1-Year,S.B.S.,Pot Still,57.0%,Denmark,7.0,1,1.0,2020,White,,,,7.693147180559945,4.621896398941956,False
Parrot Bay Passion Fruit,Captain Morgan,,,Puerto Rico,2.0,1,,2024,Flavoured,,,,2.6931471805599454,1.3205418282691304,False
Small Batch White,Oxbow Estate,,45.0%,United States,6.0,1,,2024,White,,,,6.693147180559945,3.9616254848073913,False
2004 Barbancourt 12-Year,The Whisky Agency,,,Germany,8.0,1,12.0,2004,Brown,,,,8.693147180559945,5.282167313076521,False
174 Proof,Pacifica,,,United States,7.0,1,,2024,White,,,,7.693147180559945,4.621896398941956,False
Silver,James's Harbor,,40.0%,Puerto Rico,2.0,1,,2024,White,,,,2.6931471805599454,1.3205418282691304,False
Silver,Slim Spirits,,40.0%,United States,3.0,1,,2024,White,,,,3.6931471805599454,1.9808127424036956,False
Creme au Rhum Vieux,Karukera,Column Still (1-4),18.0%,Guadeloupe,4.0,1,,2024,Flavoured,,,,4.693147180559945,2.6410836565382607,False
XXX Black,Old Monk,,,India,2.0,1,,2024,Black,,,,2.6931471805599454,1.3205418282691304,False
Tradition 8-Year,Runik,,38.0%,Spain,8.0,1,8.0,2024,Spiced,,,,8.693147180559945,5.282167313076521,False
2000 Barbados Oldest 19-Year,The Duchess,,,Netherlands,8.0,1,19.0,2000,Brown,,,,8.693147180559945,5.282167313076521,False
Barbados Partizan Brewing Single Cask 7-Year,Plantation,,,Multiple,8.0,1,7.0,2024,Brown,,,,8.693147180559945,5.282167313076521,False
Dark Superior,Roquez,,37.5%,RÃ©union,5.0,1,,2024,Black,,,,5.693147180559945,3.301354570672826,False
Coconut,Ron Rico,,,Costa Rica,2.0,1,,2024,Flavoured,,,,2.6931471805599454,1.3205418282691304,False
17-Year,Davidsen's,,40.0%,Denmark,6.0,1,17.0,2024,Brown,,,,6.693147180559945,3.9616254848073913,False
2004 Venezuela C.A.S.C.A. 14-Year,Kill Devil (Hunter Laing),Column Still (1-4),46.0%,United Kingdom,9.0,1,14.0,2004,Brown,,,,9.693147180559945,5.9424382272110865,False
Light,Old Mission,,40.0%,United States,6.0,1,,2024,White,,,,6.693147180559945,3.9616254848073913,False
Refined Dark Navy,Asda,,37.5%,United Kingdom,3.0,1,,2024,Black,,,,3.6931471805599454,1.9808127424036956,False
2008 1821 10-Year,Bellevue,Column Still (1-4),45.0%,Guadeloupe,7.0,1,10.0,2008,Brown,,,,7.693147180559945,4.621896398941956,False
2005 Belize Travellers Cask Strength 12-Year,Compagnie des Indes,,55.0%,France,9.0,1,12.0,2005,Brown,,,,9.693147180559945,5.9424382272110865,False
2018 Silver,Whistler,,40.0%,South Africa,4.0,1,,2018,White,,,,4.693147180559945,2.6410836565382607,False
Fair,Cana de Emperador,,,Guyana,9.0,1,,2024,White,,,,9.693147180559945,5.9424382272110865,False
Sorghrum,Dry Dock,,40.0%,United States,8.0,1,,2024,Golden,,,,8.693147180559945,5.282167313076521,False
CSR,Demerara Distillers Limited,,40.0%,Guyana,3.0,1,,2024,White,,,,3.6931471805599454,1.9808127424036956,False
2005 Mauritius Single Cask Barrel Proof 15-Year,Holmes Cay,Column Still (1-4),50.0%,United States,7.0,1,15.0,2005,Brown,,,,7.693147180559945,4.621896398941956,False
2016 Master Solera 3-Year,Whistler,,40.0%,South Africa,6.0,1,3.0,2016,Brown,,,,6.693147180559945,3.9616254848073913,False
Panama 12-Year,1423,,,Panama,7.0,1,12.0,2024,Brown,,,,7.693147180559945,4.621896398941956,False
White Label,3 Howls,,40.0%,United States,8.0,1,,2024,White,,,,8.693147180559945,5.282167313076521,False
2007 Jamaica Hampden Single Cask 13-Year,Kill Devil (Hunter Laing),Pot Still,65.8%,United Kingdom,9.0,1,13.0,2007,Brown,,,,9.693147180559945,5.9424382272110865,False
Black,Wicked Dolphin,,40.0%,United States,7.0,1,,2024,Black,,,,7.693147180559945,4.621896398941956,False
Vieux Traditionnel 7-Year,Charrette,,40.0%,Reunion,6.0,1,7.0,2024,Brown,,,,6.693147180559945,3.9616254848073913,False
Punch Coco,Karukera,Column Still (1-4),18.0%,Guadeloupe,3.0,1,,2024,Flavoured,,,,3.6931471805599454,1.9808127424036956,False
Original Cream,Longueteau,Column Still (1-4),17.0%,Guadeloupe,4.0,1,,2024,Flavoured,,,,4.693147180559945,2.6410836565382607,False
Spiced,Archipel,,40.3%,Canada,7.0,1,,2024,Spiced,Archipel,Canada,50.33,7.693147180559945,4.621896398941956,True
Seleccion de Barricas Edicion Exclusiva 15-Year,La Morita Caribena,,40.0%,Spain,7.0,1,15.0,2024,Brown,,,,7.693147180559945,4.621896398941956,False
2012 Jamaica Hampden OWH 9-Year,The Nectar Of The Daily Drams,Pot Still,60.8%,Belgium,7.0,1,9.0,2012,Brown,,,,7.693147180559945,4.621896398941956,False
30-Year,Medellin,,40.0%,Colombia,8.0,1,30.0,2024,Brown,,,,8.693147180559945,5.282167313076521,False
1997 Guyana Ed.6 Uitvlugt 24-Year,Colours of Rum,Pot Still,53.4%,Multiple,8.0,1,24.0,1997,Brown,,,,8.693147180559945,5.282167313076521,False
Gold,Monarch,,40.0%,United States,7.0,1,,2024,Golden,,,,7.693147180559945,4.621896398941956,False
Guyana,Renegade,,40.0%,Multiple,8.0,1,,2024,Brown,,,,8.693147180559945,5.282167313076521,False
Uncle Nearest Bourbon Cask Finish,Ten to One,,43.0%,Trinidad and Tobago,0.0,1,,2024,Black,,,,0.6931471805599453,0.0,False
Langs Banana,Ian Macleod Distillers,,,United Kingdom,8.0,1,,2024,Spiced,,,,8.693147180559945,5.282167313076521,False
2019 Le RhumÃ¨de 3-Year,Les RhumÃ¨des de lâ€™Apoticaire,Pot Still,39.0%,France,0.0,1,3.0,2019,Golden,,,,0.6931471805599453,0.0,False
Shrubb,Neisson,Column Still (1-4),36.07%,Martinique,4.0,1,,2024,Flavoured,,,,4.693147180559945,2.6410836565382607,False
White,Old Harbor,,40.0%,United States,2.0,1,,2024,White,,,,2.6931471805599454,1.3205418282691304,False
2011 El Salvador #3 9-Year,La Maison Du Rhum,,40.0%,France,8.0,1,9.0,2011,Brown,,,,8.693147180559945,5.282167313076521,False
Dark,Calados,,40.0%,United Kingdom,2.0,1,,2024,Black,,,,2.6931471805599454,1.3205418282691304,False
Platinum,Treaty Oak,,40.0%,United States,5.0,1,,2024,White,,,,5.693147180559945,3.301354570672826,False
Dark,Devil's Own,,40.0%,United States,6.0,1,,2024,Black,,,,6.693147180559945,3.9616254848073913,False
Black Spiced,Liberte,,40.0%,Germany,3.0,1,,2024,Spiced,,,,3.6931471805599454,1.9808127424036956,False
Plata,Porfidio,,40.0%,Mexico,8.0,1,,2024,White,,,,8.693147180559945,5.282167313076521,False
Silver,St. Elmo's,,40.0%,"Virgin Islands, U.S.",1.0,1,,2024,White,,,,1.6931471805599454,0.6602709141345652,False
Aged in Barrique Barrels 1-Year,Headbanger,,40.0%,United States,2.0,1,1.0,2024,Golden,,,,2.6931471805599454,1.3205418282691304,False
2008 Guyana Diamond Hampden Cask Finish Mpm 12-Year,The Rum Cask,Pot Still,60.3%,Germany,8.0,1,12.0,2008,Brown,,,,8.693147180559945,5.282167313076521,False
Andersrum !,Brennerei LÃ¼thy,,40.0%,Switzerland,8.0,1,,2024,Brown,,,,8.693147180559945,5.282167313076521,False
Smoked Cherry,Second Sights,,,United States,7.0,1,,2024,Flavoured,,,,7.693147180559945,4.621896398941956,False
Rumberry,Coles,,,United Kingdom,6.0,1,,2024,Flavoured,,,,6.693147180559945,3.9616254848073913,False
Blackstrap,N. Scott,,40.0%,United States,3.0,1,,2024,Golden,,,,3.6931471805599454,1.9808127424036956,False
Cognac Finish 8-Year,Dzama,,40.0%,Madagascar,7.0,1,8.0,2024,Brown,,,,7.693147180559945,4.621896398941956,False
Banana,Governor's Reserve,,40.0%,Cayman Islands,2.0,1,,2024,Flavoured,,,,2.6931471805599454,1.3205418282691304,False
Black,Cabo Blanco,,40.0%,Peru,2.0,1,,2024,Black,,,,2.6931471805599454,1.3205418282691304,False
Sextant 3-Year,Dead Reckoning,Pot and Column Still,49.0%,Australia,5.0,1,3.0,2024,Golden,,,,5.693147180559945,3.301354570672826,False
1995 Chichigalpa 12-Year,Alambic Classique Collection,,40.0%,Multiple,6.0,1,12.0,1995,Brown,,,,6.693147180559945,3.9616254848073913,False
Elixir Panama Liqueur,The Rum Factory,,34.0%,Czechia,1.0,1,0.0,2024,Flavoured,,,,1.6931471805599454,0.6602709141345652,False
9-Year,A. D. Rattray,,40.0%,Trinidad and Tobago,8.0,1,9.0,2024,Brown,,,,8.693147180559945,5.282167313076521,False
Lite,Ron Plata,,,Nicaragua,2.0,1,,2024,White,,,,2.6931471805599454,1.3205418282691304,False
Copperstick Spiced,Charlie Noble,,40.0%,United States,4.0,1,,2024,Spiced,,,,4.693147180559945,2.6410836565382607,False
Silver,Carta Vieja,,40.0%,Panama,6.0,1,,2024,White,,,,6.693147180559945,3.9616254848073913,False
Punch Maison Fruit de la Passion,Artisan Rhumier,,,Guadeloupe,2.0,1,,2024,Flavoured,,,,2.6931471805599454,1.3205418282691304,False
Blonde,Calwise,,40.0%,United States,3.0,1,,2024,Golden,,,,3.6931471805599454,1.9808127424036956,False
Mad Bird,Yahara Bay,,40.0%,United States,4.0,1,,2024,Golden,,,,4.693147180559945,2.6410836565382607,False
Oloroso Barrel,Falkensten,,40.0%,Denmark,7.0,1,,2024,Brown,,,,7.693147180559945,4.621896398941956,False
Gold,Seacrets,,40.0%,United States,3.0,1,,2024,Golden,,,,3.6931471805599454,1.9808127424036956,False
1994 18-Year,Caroni,,,Trinidad and Tobago,9.0,1,18.0,1994,Brown,,,,9.693147180559945,5.9424382272110865,False
Spiced,Bills,,,United Kingdom,8.0,1,,2024,Brown,,,,8.693147180559945,5.282167313076521,False
1842 Caribbean Solera Live Cask,Cadenhead's,,56.6%,United Kingdom,9.0,1,,2024,Black,,,,9.693147180559945,5.9424382272110865,False
White,Komandor,,40.0%,Estonia,4.0,1,,2024,White,,,,4.693147180559945,2.6410836565382607,False
Jule 2018 Caribbean XO Solera 15-Year,Skjold Burne StenlÃ¸se,,40.0%,Denmark,7.0,1,15.0,2024,Brown,,,,7.693147180559945,4.621896398941956,False
Guatemala Darsa 10-Year,Cadenhead's,,58.6%,United Kingdom,8.0,1,10.0,2024,Golden,,,,8.693147180559945,5.282167313076521,False
Barrelling Strength,Ord River,,,Australia,7.0,1,,2024,White,,,,7.693147180559945,4.621896398941956,False
Silver,Old Lahaina,,40.0%,United States,0.0,1,,2024,White,,,,0.6931471805599453,0.0,False
Punch CacahuÃ¨te,Clement,Column Still (1-4),18.0%,Martinique,3.0,1,,2024,Flavoured,,,,3.6931471805599454,1.9808127424036956,False
18-Year,New Dawn,,,Dominican Republic,7.0,1,18.0,2024,Brown,,,,7.693147180559945,4.621896398941956,False
Spiced 3-Year,Baron,,40.0%,Netherlands,8.0,1,3.0,2024,Spiced,,,,8.693147180559945,5.282167313076521,False
Limited Edition,House Spirits,,40.0%,United States,8.0,1,,2024,White,,,,8.693147180559945,5.282167313076521,False
Gold,Phillips,,40.0%,United States,5.0,1,,2024,Golden,,,,5.693147180559945,3.301354570672826,False
Shrubb Liqueur Dâ€™Orange,Karukera,Column Still (1-4),40.0%,Guadeloupe,4.0,1,,2024,Flavoured,,,,4.693147180559945,2.6410836565382607,False
Blanc 50,Mon Repos,,50.0%,Guadeloupe,2.0,1,,2024,White,,,,2.6931471805599454,1.3205418282691304,False
Comme,La Pirate des CaraÃ¯bes,,40.0%,Guadeloupe,3.0,1,,2024,Golden,,,,3.6931471805599454,1.9808127424036956,False
2003 Guyanan Diamond,The Nectar Of The Daily Drams,Pot and Column Still,,Belgium,8.0,1,,2003,Brown,,,,8.693147180559945,5.282167313076521,False
25th Anniversary Extra Old,Sweden Rock,,40.0%,Sweden,7.0,1,,2024,Brown,,,,7.693147180559945,4.621896398941956,False
Spiced,Liberty Call,,,United States,4.0,1,,2024,Spiced,,,,4.693147180559945,2.6410836565382607,False
Guatemala Full Proof 8-Year,Compagnie des Indes,,58.5%,France,7.0,1,8.0,2024,Brown,,,,7.693147180559945,4.621896398941956,False
Le Rocher Ansyen 21-Month,Clairin,,,Haiti,10.0,1,,2024,Brown,,,,10.693147180559945,6.602709141345652,False
Cooperative Volume 3,Bully Boy,,46.0%,United States,8.0,1,,2024,Brown,,,,8.693147180559945,5.282167313076521,False
Etiqueta Blanca,Botran,,40.0%,Guatemala,3.0,1,,2024,White,,,,3.6931471805599454,1.9808127424036956,False
XTA,Xtabentun,,,Mexico,8.0,1,,2024,Flavoured,,,,8.693147180559945,5.282167313076521,False
Huana,Xtabentun,,,Mexico,8.0,1,,2024,Flavoured,,,,8.693147180559945,5.282167313076521,False
Aged White,Noble Selected,,40.0%,Sweden,8.0,1,,2024,White,,,,8.693147180559945,5.282167313076521,False
Smoked Honey,Soulard Island,,40.0%,United States,2.0,1,,2024,Flavoured,,,,2.6931471805599454,1.3205418282691304,False
Spiced,Premium Harrogate,,42.0%,United Kingdom,4.0,1,,2024,Spiced,,,,4.693147180559945,2.6410836565382607,False
Venezuela 8-Year,Cane Island,,43.0%,United Kingdom,4.0,1,8.0,2024,Brown,,,,4.693147180559945,2.6410836565382607,False
No. 5,Arnisser,,40.0%,Germany,6.0,1,,2024,Golden,,,,6.693147180559945,3.9616254848073913,False
Silver,8 Shires,,40.0%,United States,8.0,1,,2024,White,,,,8.693147180559945,5.282167313076521,False
1992 Gardel Guadeloupe 10-Year,Bristol Classic,Column Still (1-4),46.0%,United Kingdom,8.0,1,10.0,1992,Brown,,,,8.693147180559945,5.282167313076521,False
Guyana Diamond Sherry Cask Finish 10-Year,The Rum Cask,,53.6%,Germany,9.0,1,10.0,2024,Brown,,,,9.693147180559945,5.9424382272110865,False
Maurice,La Maison Du Rhum,,40.0%,France,7.0,1,,2024,Brown,,,,7.693147180559945,4.621896398941956,False
Fifolet Spiced,Wildcat Brothers,,,United States,7.0,1,,2024,Spiced,,,,7.693147180559945,4.621896398941956,False
1992 No 6 Guyana Uitvlugt Single Cask 23-Year,EKTE,Pot Still,57.0%,Denmark,7.0,1,23.0,1992,Golden,,,,7.693147180559945,4.621896398941956,False
Bourbon Barrel,Smugglers Notch,,40.0%,United States,6.0,1,,2024,Brown,,,,6.693147180559945,3.9616254848073913,False
Small Batch Dark,Lawleyâ€™s,,40.0%,United States,6.0,1,,2024,Brown,,,,6.693147180559945,3.9616254848073913,False
Pine Island Mango,Wicked Dolphin,,30.0%,United States,6.0,1,,2024,Flavoured,,,,6.693147180559945,3.9616254848073913,False
2008 Caribbean Multi Distilleries 10-Year,Compagnie des Indes,,43.0%,France,6.0,1,10.0,2008,Brown,,,,6.693147180559945,3.9616254848073913,False
2009 Panama Virgin Oak Cask 11-Year,Artesano,Column Still (1-4),58.1%,Germany,8.0,1,11.0,2009,Brown,,,,8.693147180559945,5.282167313076521,False
Orange and Chocolate Liqueur,Dark Matter,,20.0%,United Kingdom,5.0,1,,2024,Flavoured,,,,5.693147180559945,3.301354570672826,False
RumlikÃ¶r Chocolate,Black Palm,,40.0%,Germany,4.0,1,,2024,Flavoured,,,,4.693147180559945,2.6410836565382607,False
White,Balmord,,40.0%,Sri Lanka,6.0,1,,2024,White,,,,6.693147180559945,3.9616254848073913,False
Walnut and Fig,Devil's Own,,40.0%,United States,2.0,1,,2024,Flavoured,,,,2.6931471805599454,1.3205418282691304,False
Le Shrubb,Freres Lauzea,,37.0%,Martinique,5.0,1,,2024,Flavoured,,,,5.693147180559945,3.301354570672826,False
Old Oxford,Dios Baco,,,Spain,6.0,1,,2024,Golden,,,,6.693147180559945,3.9616254848073913,False
Blanc 40,Belle Canne,,40.0%,Guadeloupe,3.0,1,,2024,White,,,,3.6931471805599454,1.9808127424036956,False
Spiced,Code,,,United States,5.0,1,,2024,Spiced,,,,5.693147180559945,3.301354570672826,False
Dark,Barbadoza,,40.0%,Lithuania,2.0,1,,2024,Black,,,,2.6931471805599454,1.3205418282691304,False
Premium Gold 5-Year,Tortuga,,40.0%,Cayman Islands,4.0,1,,2024,Golden,,,,4.693147180559945,2.6410836565382607,False
Gold,St. Aubin,,40.0%,Mauritius,6.0,1,,2024,Golden,,,,6.693147180559945,3.9616254848073913,False
Superior,Cacique Guaro,,,Costa Rica,3.0,1,,2024,White,,,,3.6931471805599454,1.9808127424036956,False
Spiced,Classic Club,,,United States,1.0,1,,2024,Spiced,,,,1.6931471805599454,0.6602709141345652,False
Jamaica Barbados,S.B.S.,Pot and Column Still,46.0%,Denmark,8.0,1,,2024,Brown,,,,8.693147180559945,5.282167313076521,False
2019 Profundo,Havana Club,,40.0%,Cuba,6.0,1,,2019,Brown,,,,6.693147180559945,3.9616254848073913,False
Familia 1969,Aldea,,40.0%,Spain,5.0,1,,2024,Brown,,,,5.693147180559945,3.301354570672826,False
2005 Jamaica Money Musk Single Cask 11-Year,Rhumb Runner,,67.0%,Trinidad and Tobago,7.0,1,11.0,2005,Brown,,,,7.693147180559945,4.621896398941956,False
Spiced Sugarcane Spirit,Romero,,40.0%,Canada,7.0,1,,2024,Spiced,,,,7.693147180559945,4.621896398941956,False
Tropical Planteur,Reimonenq,Column Still (1-4),25.0%,Guadeloupe,3.0,1,,2024,Flavoured,,,,3.6931471805599454,1.9808127424036956,False
1998 Cuba Sancti Spiritus 16-Year,Compagnie des Indes,,45.0%,France,6.0,1,16.0,1998,Brown,,,,6.693147180559945,3.9616254848073913,False
Spiced,Crooked eye,Column Still (1-4),40.0%,United Kingdom,3.0,1,,2024,Spiced,,,,3.6931471805599454,1.9808127424036956,False
Dame Jeanne No 2,Corman Collins,,,Belgium,7.0,1,,2024,Brown,,,,7.693147180559945,4.621896398941956,False
Gwozey Peyi,La Mauny,Column Still (1-4),30.0%,Martinique,2.0,1,,2024,Flavoured,,,,2.6931471805599454,1.3205418282691304,False
Denver White,Peg Leg,,40.0%,United States,6.0,1,,2024,White,,,,6.693147180559945,3.9616254848073913,False
Oktoberum 5-Year,Compagnie des Indes,,46.0%,France,7.0,1,5.0,2024,Golden,,,,7.693147180559945,4.621896398941956,False
Butter Pecan,El Dorado,,16.5%,Guyana,7.0,1,,2024,Flavoured,,,,7.693147180559945,4.621896398941956,False
Davy Jones,Rusted Crow Spirits,,40.0%,United States of America,6.0,1,0.0,2024,White,,,,6.693147180559945,3.9616254848073913,False
White Jack,Westerhall,,40.0%,Grenada,2.0,1,,2024,White,,,,2.6931471805599454,1.3205418282691304,False
Gold,Garuda,,40.0%,Cambodia,7.0,1,,2024,Golden,,,,7.693147180559945,4.621896398941956,False
Grande Reserve,Bajan 1966,,40.0%,Barbados,0.0,1,,2024,Black,,,,0.6931471805599453,0.0,False
2008 Guatemala D.A.R.S.A. 10-Year,Kill Devil (Hunter Laing),Column Still (1-4),46.0%,United Kingdom,8.0,1,10.0,2008,Brown,,,,8.693147180559945,5.282167313076521,False
Platino Superior,MartÃ­ AutÃ©ntico,,40.0%,Puerto Rico,3.0,1,,2024,White,,,,3.6931471805599454,1.9808127424036956,False
White,BlackBeard's,,40.0%,Cayman Islands,2.0,1,,2024,White,,,,2.6931471805599454,1.3205418282691304,False
Dorado,Cinco Estrellas,,,Venezuela,2.0,1,,2024,Brown,,,,2.6931471805599454,1.3205418282691304,False
1992 Single Barrel Sherry Cask,Dictador,,40.0%,Colombia,7.0,1,,1992,Brown,,,,7.693147180559945,4.621896398941956,False
1988 Guyana Enmore Still,Bristol Classic,,,United Kingdom,7.0,1,,1988,Brown,,,,7.693147180559945,4.621896398941956,False
2019 Boplaas Barrel Exchange 3-Year,Whistler,,,South Africa,5.0,1,3.0,2019,Golden,,,,5.693147180559945,3.301354570672826,False
2012 Sample X Enmore 10-Year,Kintra,Column Still (1-4),58.4%,Netherlands,5.0,1,10.0,2012,Brown,,,,5.693147180559945,3.301354570672826,False
Guyana 12-Year,Origin R.,,40.0%,France,8.0,1,12.0,2024,Brown,,,,8.693147180559945,5.282167313076521,False
AÃ±ejo 4-Year,Ron Puerto Rico,,36.0%,Puerto Rico,6.0,1,4.0,2024,Brown,,,,6.693147180559945,3.9616254848073913,False
Gran Reserva 7-Year,Tiburon,,40.0%,Belize,6.0,1,7.0,2024,Brown,,,,6.693147180559945,3.9616254848073913,False
2009 Enmore Single Still Cask Strength 12-Year,El Dorado,Column Still (1-4),54.3%,Guyana,10.0,1,12.0,2009,Brown,,,,10.693147180559945,6.602709141345652,False
Rum.Rhum.Ron. Barbados Jamaica Panama 8-Year,Tamosi,,45.0%,Barbados,7.0,1,8.0,2024,Brown,,,,7.693147180559945,4.621896398941956,False
Cherry,Lola Belle,,,Multiple,6.0,1,,2024,Flavoured,,,,6.693147180559945,3.9616254848073913,False
Spiced,Bettie Page,,40.0%,United States,4.0,1,,2024,Spiced,,,,4.693147180559945,2.6410836565382607,False
Light,Governor General,,40.0%,Jamaica,5.0,1,,2024,White,,,,5.693147180559945,3.301354570672826,False
Single Harvest Blend,Black Gold,,40.0%,United States,7.0,1,,2024,Golden,,,,7.693147180559945,4.621896398941956,False
Claro,Carta Vieja,,40.0%,Panama,4.0,1,,2024,White,,,,4.693147180559945,2.6410836565382607,False
Spiced,Hilton Head,,40.0%,United States,8.0,1,,2024,Spiced,,,,8.693147180559945,5.282167313076521,False
7-Year,Duran,,40.0%,Panama,0.0,1,7.0,2024,Brown,,,,0.6931471805599453,0.0,False
White,Paul Revere,,40.0%,United States,3.0,1,,2024,White,,,,3.6931471805599454,1.9808127424036956,False
Caramel Creams Liqueur,Lost Ark,,15.0%,United States,9.0,1,,2024,Flavoured,,,,9.693147180559945,5.9424382272110865,False
Premium Extra Smooth,Ron Diaz,,40.0%,United States,1.0,1,,2024,White,,,,1.6931471805599454,0.6602709141345652,False
Weisse Schokolade LikÃ¶r,Beckschulte,,15.0%,Germany,4.0,1,,2024,Flavoured,,,,4.693147180559945,2.6410836565382607,False
2002 Raw Cask Finest Nicaragua 12-Year,Blackadder,Column Still (1-4),62.6%,Multiple,9.0,1,12.0,2002,Brown,,,,9.693147180559945,5.9424382272110865,False
